term,fico_range_low,loan_to_income,acc_open_past_24mths,dti,avg_cur_bal,total_bc_limit,mo_sin_rcnt_tl,mths_since_recent_inq,mort_acc,num_actv_rev_tl,loan_amnt,annual_inc,mths_since_recent_bc,mo_sin_old_rev_tl_op,home_ownership_MORTGAGE
36.0,665.0,0.11020408163265306,4.0,18.44,3058.0,13100.0,1.0,6.0,1.0,5.0,5400.0,49000.0,1.0,135.0,0
36.0,710.0,0.10909090909090909,1.0,5.21,619.0,5700.0,14.0,7.0,0.0,8.0,6000.0,55000.0,25.0,196.0,0
36.0,660.0,0.21705426356589147,3.0,11.36,5917.0,39300.0,4.0,4.0,3.0,8.0,28000.0,129000.0,14.0,328.0,1
60.0,670.0,0.33958333333333335,2.0,17.65,16083.0,18200.0,8.0,8.0,4.0,8.0,24450.0,72000.0,8.0,429.0,1
60.0,710.0,0.5301020408163265,,19.3,,,,,,,25975.0,49000.0,,,1
36.0,710.0,0.10980392156862745,6.0,21.05,22403.0,59270.0,9.0,10.0,10.0,15.0,28000.0,255000.0,22.0,357.0,0
36.0,690.0,0.08461538461538462,7.0,22.31,1344.0,12000.0,6.0,5.0,0.0,7.0,3300.0,39000.0,13.0,195.0,0
36.0,660.0,0.35714285714285715,2.0,23.98,8428.0,3300.0,2.0,2.0,1.0,4.0,25000.0,70000.0,88.0,232.0,0
36.0,705.0,0.31961538461538463,2.0,22.34,15807.0,35300.0,8.0,8.0,1.0,4.0,20775.0,65000.0,8.0,178.0,1
60.0,680.0,0.3230769230769231,3.0,28.9,3891.0,18900.0,6.0,8.0,3.0,6.0,21000.0,65000.0,15.0,180.0,0
36.0,670.0,0.12,,22.22,,,,,,,7200.0,60000.0,,,1
36.0,665.0,0.2,10.0,27.44,1789.0,14350.0,2.0,2.0,0.0,17.0,10000.0,50000.0,5.0,252.0,0
36.0,720.0,0.13333333333333333,7.0,21.66,9132.0,2600.0,2.0,2.0,1.0,5.0,8000.0,60000.0,45.0,112.0,1
60.0,725.0,0.1724137931034483,,28.88,,,,,,,25000.0,145000.0,,,1
36.0,690.0,0.08294930875576037,3.0,4.16,4893.0,30500.0,13.0,,0.0,5.0,18000.0,217000.0,13.0,141.0,0
36.0,670.0,0.24509803921568626,,11.16,,,,,,,15000.0,61200.0,,,0
36.0,680.0,0.1875,5.0,19.48,12451.0,29400.0,12.0,13.0,2.0,5.0,9000.0,48000.0,29.0,89.0,0
60.0,715.0,0.13675213675213677,4.0,9.87,145102.0,2800.0,10.0,9.0,1.0,3.0,16000.0,117000.0,19.0,163.0,1
36.0,670.0,0.16666666666666666,1.0,4.4,23857.0,7650.0,11.0,,2.0,5.0,10000.0,60000.0,46.0,112.0,1
60.0,660.0,0.36,5.0,11.06,12882.0,10500.0,5.0,5.0,0.0,3.0,19800.0,55000.0,5.0,90.0,0
36.0,660.0,0.1775,6.0,20.58,10530.0,4300.0,2.0,2.0,3.0,7.0,7100.0,40000.0,39.0,184.0,1
60.0,705.0,0.18461538461538463,3.0,18.67,16036.0,16100.0,6.0,0.0,3.0,6.0,12000.0,65000.0,6.0,117.0,1
36.0,680.0,0.42,0.0,4.66,21414.0,200.0,31.0,,1.0,2.0,25200.0,60000.0,53.0,53.0,1
36.0,740.0,0.10775862068965517,5.0,23.0,20963.0,27300.0,5.0,5.0,4.0,7.0,25000.0,232000.0,27.0,447.0,1
36.0,675.0,0.24,8.0,15.14,13767.0,4200.0,1.0,12.0,1.0,4.0,18000.0,75000.0,15.0,38.0,1
36.0,700.0,0.10465116279069768,5.0,26.07,1522.0,2000.0,1.0,1.0,1.0,7.0,4500.0,43000.0,1.0,117.0,0
60.0,705.0,0.4,10.0,11.84,5102.0,33000.0,3.0,2.0,0.0,5.0,30000.0,75000.0,9.0,175.0,0
60.0,675.0,0.3125,9.0,22.4,10092.0,7400.0,1.0,4.0,1.0,8.0,15000.0,48000.0,17.0,132.0,0
36.0,700.0,0.15,5.0,35.48,5242.0,14700.0,2.0,1.0,0.0,6.0,6000.0,40000.0,6.0,69.0,1
36.0,710.0,0.24,2.0,16.54,19382.0,14400.0,4.0,11.0,1.0,10.0,12000.0,50000.0,4.0,132.0,1
60.0,690.0,0.15555555555555556,7.0,12.4,3345.0,26700.0,9.0,0.0,0.0,3.0,14000.0,90000.0,9.0,42.0,0
36.0,710.0,0.31484375,2.0,23.46,14579.0,11800.0,1.0,1.0,1.0,6.0,10075.0,32000.0,18.0,300.0,1
60.0,680.0,0.15555555555555556,2.0,16.37,4356.0,14100.0,9.0,9.0,1.0,11.0,14000.0,90000.0,32.0,281.0,0
36.0,680.0,0.1891891891891892,7.0,23.66,,37300.0,,11.0,1.0,,14000.0,74000.0,8.0,,1
60.0,680.0,0.3246753246753247,11.0,27.42,3233.0,22100.0,4.0,4.0,0.0,8.0,25000.0,77000.0,4.0,152.0,0
36.0,660.0,0.19230769230769232,2.0,7.05,1576.0,3600.0,18.0,17.0,1.0,4.0,15000.0,78000.0,88.0,186.0,0
36.0,670.0,0.13333333333333333,11.0,16.31,23478.0,12500.0,12.0,6.0,9.0,8.0,16000.0,120000.0,14.0,239.0,1
36.0,670.0,0.0743801652892562,7.0,8.13,3010.0,5100.0,0.0,0.0,3.0,5.0,9000.0,121000.0,11.0,223.0,0
36.0,705.0,0.28793109010549406,6.0,27.86,7802.0,12400.0,1.0,1.0,2.0,4.0,17850.0,61994.0,6.0,124.0,1
60.0,695.0,0.2222222222222222,6.0,34.23,22558.0,64500.0,4.0,11.0,1.0,10.0,30000.0,135000.0,14.0,171.0,1
36.0,700.0,0.25,3.0,25.41,21007.0,13700.0,3.0,20.0,2.0,5.0,10000.0,40000.0,3.0,129.0,1
60.0,715.0,0.44571428571428573,3.0,14.95,19542.0,39500.0,10.0,10.0,4.0,4.0,31200.0,70000.0,18.0,212.0,1
36.0,680.0,0.43958868894601544,3.0,38.54,4072.0,21000.0,7.0,18.0,0.0,7.0,17100.0,38900.0,7.0,113.0,0
36.0,730.0,0.2909090909090909,2.0,25.47,5459.0,30300.0,14.0,1.0,0.0,2.0,16000.0,55000.0,14.0,266.0,0
60.0,665.0,0.4,0.0,14.28,,10600.0,,,0.0,,16000.0,40000.0,41.0,,0
36.0,700.0,0.12941176470588237,6.0,18.25,17432.0,52100.0,3.0,0.0,1.0,5.0,11000.0,85000.0,18.0,362.0,1
36.0,705.0,0.112,2.0,9.91,78189.0,41100.0,11.0,9.0,5.0,3.0,28000.0,250000.0,97.0,152.0,1
36.0,680.0,0.25263157894736843,2.0,7.33,4104.0,13200.0,21.0,19.0,0.0,5.0,12000.0,47500.0,40.0,74.0,0
60.0,720.0,0.3804347826086957,7.0,32.38,7253.0,155700.0,2.0,4.0,0.0,11.0,35000.0,92000.0,5.0,286.0,0
36.0,675.0,0.16666666666666666,7.0,6.9,15322.0,13100.0,2.0,14.0,2.0,6.0,20000.0,120000.0,14.0,121.0,1
36.0,760.0,0.12421875,10.0,12.68,1382.0,8400.0,3.0,1.0,0.0,3.0,3975.0,32000.0,3.0,160.0,0
36.0,675.0,0.125,2.0,4.47,4164.0,20850.0,7.0,1.0,0.0,5.0,20000.0,160000.0,7.0,79.0,0
36.0,805.0,0.13333333333333333,10.0,31.67,8400.0,81200.0,9.0,9.0,0.0,3.0,10000.0,75000.0,14.0,207.0,1
60.0,670.0,0.2702702702702703,3.0,16.74,3115.0,3300.0,11.0,4.0,0.0,5.0,10000.0,37000.0,11.0,95.0,0
36.0,705.0,0.1306122448979592,3.0,22.41,7019.0,1000.0,9.0,16.0,1.0,7.0,6400.0,49000.0,18.0,237.0,0
36.0,660.0,0.2,2.0,25.45,29057.0,51900.0,21.0,1.0,1.0,17.0,28000.0,140000.0,38.0,229.0,1
60.0,670.0,0.37857142857142856,4.0,20.4,5660.0,9800.0,3.0,3.0,0.0,6.0,26500.0,70000.0,30.0,108.0,1
36.0,675.0,0.08679245283018867,6.0,9.15,4742.0,1700.0,11.0,11.0,1.0,4.0,4600.0,53000.0,20.0,355.0,0
36.0,680.0,0.1,5.0,16.37,26666.0,11000.0,3.0,20.0,4.0,2.0,8000.0,80000.0,15.0,32.0,1
36.0,670.0,0.17647058823529413,2.0,15.2,3911.0,10500.0,12.0,2.0,2.0,5.0,15000.0,85000.0,12.0,157.0,0
36.0,680.0,0.24010416666666667,8.0,26.43,2964.0,9000.0,2.0,11.0,0.0,6.0,11525.0,48000.0,2.0,144.0,0
36.0,680.0,0.10526315789473684,1.0,13.66,10458.0,0.0,8.0,0.0,0.0,2.0,10000.0,95000.0,,91.0,0
36.0,675.0,0.3566666666666667,7.0,23.24,2172.0,4300.0,15.0,3.0,0.0,3.0,10700.0,30000.0,23.0,80.0,0
36.0,735.0,0.2,1.0,15.63,93621.0,69400.0,11.0,11.0,2.0,3.0,28000.0,140000.0,113.0,247.0,1
36.0,705.0,0.3032608695652174,4.0,31.65,22746.0,14700.0,7.0,1.0,3.0,4.0,13950.0,46000.0,31.0,110.0,1
36.0,665.0,0.16666666666666666,6.0,26.52,811.0,1750.0,2.0,1.0,0.0,10.0,5000.0,30000.0,22.0,166.0,0
60.0,660.0,0.2382142857142857,10.0,10.05,1307.0,10000.0,2.0,4.0,1.0,6.0,16675.0,70000.0,8.0,222.0,0
36.0,735.0,0.16666666666666666,6.0,25.83,4661.0,20600.0,7.0,7.0,0.0,3.0,7500.0,45000.0,8.0,160.0,0
36.0,670.0,0.0875,4.0,14.52,3613.0,0.0,1.0,1.0,3.0,3.0,2800.0,32000.0,,244.0,0
36.0,670.0,0.17647058823529413,3.0,22.09,2172.0,6900.0,6.0,18.0,0.0,5.0,6000.0,34000.0,6.0,136.0,0
36.0,815.0,0.37777777777777777,4.0,12.13,2760.0,34500.0,1.0,,0.0,3.0,17000.0,45000.0,1.0,351.0,0
36.0,665.0,0.37142857142857144,2.0,13.99,1156.0,6500.0,12.0,20.0,0.0,5.0,6500.0,17500.0,12.0,157.0,0
36.0,765.0,0.19377162629757785,2.0,10.13,10325.0,154600.0,6.0,2.0,1.0,8.0,28000.0,144500.0,6.0,205.0,1
36.0,705.0,0.3076923076923077,0.0,28.15,5104.0,66200.0,25.0,,0.0,6.0,16000.0,52000.0,41.0,208.0,0
36.0,680.0,0.1,3.0,19.4,3493.0,2400.0,2.0,,0.0,2.0,5000.0,50000.0,53.0,79.0,0
36.0,690.0,0.06,8.0,21.74,12703.0,17100.0,0.0,0.0,2.0,12.0,6000.0,100000.0,1.0,109.0,1
36.0,755.0,0.3333333333333333,7.0,31.44,2279.0,30600.0,3.0,8.0,0.0,3.0,5000.0,15000.0,3.0,414.0,0
60.0,675.0,0.2222222222222222,4.0,11.94,12005.0,35100.0,3.0,14.0,1.0,5.0,20000.0,90000.0,3.0,104.0,1
60.0,710.0,0.14,3.0,13.27,4306.0,42200.0,16.0,23.0,0.0,7.0,21000.0,150000.0,16.0,101.0,0
60.0,685.0,0.43478260869565216,3.0,28.33,6221.0,15700.0,18.0,21.0,0.0,9.0,20000.0,46000.0,18.0,142.0,0
36.0,665.0,0.12134146341463414,6.0,5.85,37882.0,3800.0,5.0,11.0,5.0,4.0,9950.0,82000.0,5.0,35.0,1
36.0,725.0,0.14457831325301204,3.0,15.27,2933.0,13500.0,15.0,15.0,0.0,4.0,12000.0,83000.0,15.0,172.0,0
36.0,690.0,0.29107094944229367,3.0,24.37,31252.0,4500.0,2.0,0.0,1.0,2.0,30375.0,104356.0,50.0,199.0,0
36.0,660.0,0.10980392156862745,7.0,39.08,2992.0,16900.0,3.0,7.0,0.0,12.0,5600.0,51000.0,3.0,176.0,0
36.0,740.0,0.0875,3.0,24.83,555925.0,24000.0,6.0,,3.0,5.0,35000.0,400000.0,6.0,200.0,0
60.0,670.0,0.14545454545454545,9.0,11.33,57063.0,24943.0,3.0,5.0,5.0,9.0,24000.0,165000.0,14.0,298.0,1
36.0,695.0,0.39325842696629215,2.0,22.35,6581.0,15000.0,4.0,4.0,0.0,5.0,35000.0,89000.0,13.0,205.0,0
60.0,690.0,0.35,2.0,14.16,26786.0,30200.0,14.0,23.0,4.0,5.0,35000.0,100000.0,41.0,274.0,1
60.0,730.0,0.47619047619047616,5.0,20.23,15221.0,52800.0,7.0,7.0,3.0,7.0,20000.0,42000.0,7.0,372.0,1
36.0,700.0,0.4,,6.8,,,,,,,10800.0,27000.0,,,0
60.0,660.0,0.32,7.0,22.81,8424.0,14200.0,3.0,3.0,1.0,12.0,17600.0,55000.0,22.0,361.0,1
60.0,670.0,0.10855614973262032,5.0,29.21,7453.0,22100.0,7.0,1.0,4.0,8.0,10150.0,93500.0,12.0,180.0,1
36.0,665.0,0.35714285714285715,10.0,24.09,5237.0,23200.0,6.0,6.0,0.0,10.0,25000.0,70000.0,11.0,109.0,1
36.0,775.0,0.15295698924731183,2.0,13.43,94262.0,21000.0,7.0,20.0,2.0,2.0,14225.0,93000.0,308.0,308.0,1
36.0,660.0,0.225,6.0,18.6,1099.0,4400.0,5.0,12.0,0.0,4.0,5400.0,24000.0,5.0,69.0,0
60.0,700.0,0.18584070796460178,6.0,21.71,17783.0,23500.0,1.0,0.0,5.0,6.0,21000.0,113000.0,1.0,173.0,0
36.0,690.0,0.3210550362421743,1.0,12.91,15080.0,0.0,13.0,15.0,0.0,1.0,26000.0,80983.0,,171.0,0
36.0,705.0,0.08130081300813008,4.0,20.2,5290.0,55200.0,6.0,10.0,0.0,2.0,5000.0,61500.0,27.0,256.0,0
36.0,700.0,0.43837753510140404,9.0,29.02,6044.0,17000.0,5.0,6.0,0.0,6.0,28100.0,64100.0,22.0,186.0,0
60.0,690.0,0.2692307692307692,4.0,9.79,6662.0,4300.0,8.0,6.0,0.0,3.0,35000.0,130000.0,30.0,236.0,0
36.0,675.0,0.11923076923076924,2.0,7.85,34263.0,1400.0,22.0,23.0,4.0,3.0,6200.0,52000.0,100.0,279.0,1
36.0,710.0,0.0584,8.0,20.91,27010.0,35300.0,3.0,11.0,7.0,4.0,7300.0,125000.0,14.0,266.0,1
36.0,700.0,0.23809523809523808,5.0,32.79,4369.0,28600.0,2.0,3.0,0.0,8.0,15000.0,63000.0,2.0,227.0,0
36.0,710.0,0.23681818181818182,5.0,21.31,30967.0,90400.0,6.0,2.0,4.0,14.0,26050.0,110000.0,6.0,232.0,1
36.0,665.0,0.3333333333333333,8.0,12.03,1707.0,18100.0,3.0,12.0,1.0,12.0,15000.0,45000.0,3.0,103.0,1
36.0,710.0,0.06818181818181818,9.0,18.49,35340.0,9100.0,1.0,1.0,9.0,7.0,15000.0,220000.0,2.0,139.0,1
36.0,715.0,0.06,0.0,17.12,9159.0,44500.0,32.0,0.0,2.0,12.0,9600.0,160000.0,44.0,180.0,1
60.0,725.0,0.4266666666666667,10.0,35.04,8730.0,17000.0,8.0,17.0,0.0,6.0,32000.0,75000.0,16.0,344.0,0
36.0,665.0,0.24,3.0,10.12,16457.0,9800.0,0.0,0.0,3.0,9.0,12000.0,50000.0,28.0,183.0,1
36.0,690.0,0.1111111111111111,6.0,4.81,28723.0,15100.0,8.0,8.0,3.0,8.0,10000.0,90000.0,9.0,142.0,1
36.0,685.0,0.235,3.0,12.89,1631.0,16300.0,13.0,5.0,2.0,3.0,11750.0,50000.0,32.0,278.0,0
36.0,715.0,0.1304054054054054,5.0,18.83,10779.0,50800.0,6.0,3.0,2.0,5.0,9650.0,74000.0,6.0,154.0,0
36.0,670.0,0.21951219512195122,1.0,4.66,7979.0,13500.0,10.0,10.0,0.0,2.0,18000.0,82000.0,10.0,336.0,0
36.0,670.0,0.15,,9.9,,,,,,,12000.0,80000.0,,,0
60.0,710.0,0.4444444444444444,9.0,18.43,1715.0,30000.0,1.0,3.0,0.0,4.0,20000.0,45000.0,1.0,137.0,0
36.0,700.0,0.2,0.0,11.9,29750.0,38700.0,28.0,,6.0,3.0,14000.0,70000.0,28.0,246.0,0
60.0,670.0,0.3111111111111111,4.0,19.69,4953.0,27900.0,9.0,4.0,2.0,7.0,28000.0,90000.0,28.0,178.0,1
60.0,670.0,0.38461538461538464,17.0,24.48,1237.0,10000.0,2.0,2.0,0.0,18.0,25000.0,65000.0,6.0,241.0,0
36.0,715.0,0.370849452922887,0.0,15.93,3694.0,12900.0,31.0,10.0,0.0,5.0,25000.0,67412.8,31.0,151.0,0
36.0,665.0,0.21868787276341947,2.0,11.28,1828.0,8800.0,19.0,19.0,0.0,4.0,11000.0,50300.0,19.0,107.0,0
36.0,695.0,0.1,4.0,19.46,41566.0,0.0,2.0,6.0,4.0,7.0,10000.0,100000.0,,206.0,1
60.0,695.0,0.3581196581196581,8.0,31.32,5741.0,8600.0,5.0,5.0,2.0,3.0,20950.0,58500.0,124.0,258.0,0
36.0,725.0,0.30303030303030304,2.0,17.11,35245.0,56000.0,10.0,,3.0,3.0,25000.0,82500.0,75.0,158.0,1
36.0,680.0,0.4392857142857143,9.0,25.38,1345.0,20500.0,5.0,5.0,0.0,10.0,12300.0,28000.0,10.0,199.0,0
36.0,755.0,0.2,10.0,30.04,15783.0,44600.0,10.0,13.0,4.0,3.0,20000.0,100000.0,18.0,139.0,1
36.0,755.0,0.25384615384615383,7.0,10.27,26056.0,33500.0,3.0,1.0,3.0,3.0,16500.0,65000.0,9.0,186.0,0
36.0,705.0,0.4104127579737336,7.0,17.13,21330.0,34300.0,5.0,12.0,3.0,8.0,35000.0,85280.0,5.0,97.0,1
60.0,680.0,0.2587962962962963,3.0,17.93,11578.0,18000.0,7.0,1.0,1.0,5.0,13975.0,54000.0,26.0,130.0,1
60.0,715.0,0.37644932992019275,1.0,9.37,27960.0,9000.0,3.0,4.0,1.0,4.0,20000.0,53128.0,55.0,164.0,1
36.0,730.0,0.18548387096774194,4.0,31.36,26479.0,16300.0,12.0,23.0,2.0,6.0,11500.0,62000.0,12.0,164.0,1
60.0,705.0,0.3466666666666667,3.0,26.53,15507.0,2800.0,4.0,,4.0,4.0,13000.0,37500.0,101.0,230.0,1
36.0,660.0,0.15151515151515152,1.0,37.09,5907.0,3800.0,17.0,1.0,0.0,3.0,5000.0,33000.0,31.0,98.0,0
60.0,680.0,0.14,3.0,32.04,24456.0,23200.0,5.0,5.0,0.0,3.0,35000.0,250000.0,39.0,139.0,1
36.0,720.0,0.3791224970553592,1.0,16.34,1261.0,14400.0,2.0,2.0,0.0,5.0,5150.0,13584.0,44.0,401.0,0
36.0,675.0,0.03,1.0,10.38,78095.0,100400.0,5.0,0.0,5.0,6.0,6000.0,200000.0,45.0,258.0,1
36.0,680.0,0.22329545454545455,5.0,14.08,1391.0,13700.0,9.0,0.0,0.0,6.0,9825.0,44000.0,9.0,59.0,1
36.0,795.0,0.15384615384615385,1.0,17.41,18690.0,50100.0,16.0,,1.0,3.0,10000.0,65000.0,16.0,174.0,1
60.0,675.0,0.3333333333333333,9.0,20.86,3203.0,11300.0,4.0,1.0,0.0,5.0,20000.0,60000.0,9.0,125.0,0
36.0,675.0,0.3383333333333333,7.0,28.13,10741.0,11000.0,3.0,3.0,2.0,5.0,15225.0,45000.0,3.0,314.0,0
36.0,700.0,0.08571428571428572,6.0,23.16,32088.0,11600.0,4.0,1.0,5.0,3.0,12000.0,140000.0,12.0,200.0,0
36.0,725.0,0.37315954894163506,3.0,33.48,8484.0,40200.0,12.0,13.0,4.0,11.0,17225.0,46159.88,32.0,192.0,1
60.0,735.0,0.15217391304347827,2.0,10.46,11278.0,6000.0,4.0,12.0,4.0,2.0,35000.0,230000.0,24.0,222.0,1
36.0,705.0,0.140625,3.0,14.21,19061.0,8700.0,15.0,,2.0,6.0,9000.0,64000.0,20.0,139.0,1
36.0,675.0,0.12903225806451613,9.0,17.43,10963.0,10200.0,3.0,3.0,1.0,8.0,12000.0,93000.0,3.0,133.0,1
36.0,665.0,0.07508856600092417,11.0,6.48,31236.0,20300.0,4.0,4.0,4.0,5.0,5850.0,77908.0,9.0,244.0,1
60.0,685.0,0.2,0.0,9.59,3914.0,15600.0,27.0,0.0,0.0,5.0,20000.0,100000.0,27.0,109.0,0
36.0,705.0,0.13333333333333333,13.0,25.19,13522.0,60600.0,2.0,5.0,2.0,6.0,24000.0,180000.0,4.0,185.0,1
36.0,665.0,0.35587188612099646,9.0,24.63,7654.0,24200.0,0.0,4.0,2.0,6.0,20000.0,56200.0,6.0,253.0,0
60.0,740.0,0.3333333333333333,2.0,10.68,13863.0,16300.0,17.0,18.0,2.0,5.0,10000.0,30000.0,55.0,105.0,1
60.0,675.0,0.24742268041237114,3.0,19.56,46955.0,14300.0,11.0,9.0,5.0,5.0,24000.0,97000.0,18.0,113.0,1
60.0,740.0,0.4216996095656418,7.0,25.16,14071.0,14300.0,5.0,8.0,2.0,4.0,13825.0,32784.0,5.0,95.0,1
36.0,660.0,0.18461538461538463,4.0,21.1,22652.0,9000.0,1.0,1.0,1.0,6.0,12000.0,65000.0,6.0,193.0,1
36.0,685.0,0.1016638376283279,4.0,14.8,11740.0,12300.0,9.0,9.0,0.0,3.0,11200.0,110167.0,26.0,134.0,0
36.0,670.0,0.10810810810810811,2.0,7.43,596.0,2300.0,9.0,9.0,0.0,6.0,4000.0,37000.0,32.0,101.0,0
36.0,665.0,0.22988505747126436,1.0,11.28,2788.0,11500.0,6.0,6.0,0.0,4.0,20000.0,87000.0,6.0,147.0,0
36.0,670.0,0.10235294117647059,12.0,21.49,6068.0,4500.0,3.0,7.0,3.0,5.0,8700.0,85000.0,7.0,141.0,1
60.0,685.0,0.34285714285714286,4.0,23.33,3839.0,18500.0,8.0,13.0,0.0,4.0,24000.0,70000.0,13.0,150.0,0
36.0,670.0,0.32558139534883723,5.0,25.62,3582.0,34600.0,8.0,8.0,0.0,10.0,28000.0,86000.0,33.0,172.0,0
36.0,675.0,0.22857142857142856,3.0,13.6,5317.0,4400.0,17.0,17.0,3.0,10.0,12000.0,52500.0,70.0,392.0,1
60.0,700.0,0.2269145918688938,4.0,15.71,4698.0,24100.0,10.0,10.0,0.0,6.0,14400.0,63460.0,10.0,289.0,0
36.0,660.0,0.1547695523767727,5.0,24.87,,14100.0,,2.0,8.0,,14600.0,94333.8,22.0,,1
60.0,720.0,0.4807692307692308,4.0,20.52,39113.0,8300.0,8.0,,2.0,2.0,25000.0,52000.0,45.0,152.0,1
36.0,695.0,0.23076923076923078,0.0,48.28,6244.0,98100.0,28.0,,0.0,12.0,21000.0,91000.0,37.0,286.0,0
36.0,665.0,0.17066666666666666,12.0,30.69,1640.0,17300.0,4.0,4.0,0.0,14.0,12800.0,75000.0,10.0,96.0,0
36.0,690.0,0.22123893805309736,7.0,9.57,27104.0,18500.0,1.0,1.0,1.0,8.0,25000.0,113000.0,10.0,95.0,0
36.0,755.0,0.3,3.0,24.58,922.0,13800.0,2.0,2.0,0.0,5.0,7500.0,25000.0,2.0,382.0,0
36.0,670.0,0.022222222222222223,7.0,21.21,7435.0,8500.0,5.0,7.0,0.0,7.0,4000.0,180000.0,15.0,272.0,0
36.0,680.0,0.2,1.0,11.78,5966.0,10500.0,13.0,13.0,0.0,4.0,12000.0,60000.0,68.0,186.0,0
36.0,675.0,0.175,9.0,15.73,11583.0,47700.0,7.0,7.0,3.0,16.0,21000.0,120000.0,10.0,157.0,1
36.0,660.0,0.15,4.0,15.79,3526.0,9500.0,11.0,1.0,0.0,3.0,7500.0,50000.0,11.0,114.0,1
36.0,670.0,0.18,3.0,16.46,863.0,3300.0,4.0,4.0,0.0,11.0,7650.0,42500.0,5.0,261.0,0
36.0,775.0,0.15789473684210525,2.0,13.93,25156.0,56200.0,9.0,2.0,3.0,3.0,12000.0,76000.0,9.0,166.0,1
36.0,660.0,0.0919871794871795,6.0,7.2,28304.0,3000.0,6.0,6.0,1.0,6.0,7175.0,78000.0,6.0,307.0,0
60.0,665.0,0.27876344086021504,4.0,29.14,37076.0,28300.0,4.0,,7.0,3.0,25925.0,93000.0,20.0,187.0,1
36.0,710.0,0.24,6.0,14.43,6447.0,7100.0,4.0,,1.0,3.0,12000.0,50000.0,5.0,109.0,0
60.0,700.0,0.45,8.0,22.85,13770.0,6000.0,9.0,5.0,1.0,4.0,31500.0,70000.0,17.0,115.0,1
36.0,665.0,0.32100667693888035,2.0,12.46,1032.0,5300.0,3.0,2.0,0.0,4.0,15000.0,46728.0,43.0,100.0,0
36.0,660.0,0.29423076923076924,12.0,15.0,2815.0,19800.0,2.0,1.0,0.0,5.0,15300.0,52000.0,2.0,74.0,1
60.0,675.0,0.38650543868367293,4.0,13.28,30597.0,20500.0,6.0,13.0,2.0,3.0,35000.0,90555.0,6.0,249.0,0
36.0,735.0,0.24,5.0,22.59,20354.0,52800.0,5.0,12.0,2.0,6.0,12000.0,50000.0,5.0,260.0,1
36.0,680.0,0.32,3.0,27.8,12087.0,1500.0,7.0,1.0,1.0,3.0,8000.0,25000.0,11.0,254.0,1
60.0,720.0,0.4425,2.0,32.4,18733.0,30300.0,3.0,6.0,3.0,5.0,22125.0,50000.0,3.0,211.0,0
60.0,705.0,0.2358490566037736,3.0,25.65,2450.0,28300.0,12.0,0.0,0.0,8.0,10000.0,42400.0,12.0,173.0,0
60.0,735.0,0.13953488372093023,3.0,23.03,3822.0,19900.0,5.0,,0.0,4.0,12000.0,86000.0,5.0,119.0,0
36.0,675.0,0.08,4.0,6.84,1615.0,5000.0,2.0,1.0,0.0,4.0,4000.0,50000.0,2.0,113.0,0
36.0,660.0,0.1111111111111111,7.0,16.45,22075.0,14500.0,2.0,9.0,5.0,6.0,5000.0,45000.0,2.0,384.0,1
36.0,670.0,0.08571428571428572,3.0,5.93,4048.0,4500.0,2.0,2.0,0.0,3.0,6000.0,70000.0,25.0,70.0,0
36.0,675.0,0.4,1.0,21.03,1938.0,2700.0,12.0,12.0,2.0,6.0,14400.0,36000.0,58.0,173.0,0
36.0,690.0,0.2966101694915254,1.0,8.04,22447.0,16600.0,3.0,4.0,2.0,1.0,35000.0,118000.0,195.0,205.0,0
60.0,660.0,0.24444444444444444,3.0,10.37,3176.0,17000.0,5.0,5.0,0.0,8.0,22000.0,90000.0,27.0,164.0,0
60.0,695.0,0.11811023622047244,6.0,20.06,8569.0,8800.0,1.0,2.0,1.0,4.0,15000.0,127000.0,21.0,234.0,1
36.0,710.0,0.24462832884114177,1.0,11.96,22078.0,14900.0,8.0,9.0,5.0,4.0,15000.0,61317.51,181.0,189.0,1
36.0,675.0,0.25222222222222224,3.0,36.19,23041.0,50300.0,10.0,8.0,1.0,5.0,11350.0,45000.0,10.0,459.0,1
60.0,715.0,0.18,1.0,13.79,7468.0,7800.0,14.0,6.0,2.0,2.0,21600.0,120000.0,57.0,86.0,0
36.0,660.0,0.18352941176470589,4.0,17.86,6356.0,13200.0,3.0,0.0,4.0,5.0,15600.0,85000.0,6.0,178.0,0
60.0,660.0,0.13262599469496023,2.0,17.51,34856.0,16800.0,5.0,5.0,2.0,4.0,12000.0,90480.0,5.0,140.0,1
36.0,670.0,0.278,,18.0,,,,,,,6950.0,25000.0,,,0
36.0,685.0,0.08666666666666667,1.0,20.68,31528.0,10700.0,22.0,13.0,3.0,8.0,5200.0,60000.0,63.0,244.0,0
36.0,660.0,0.036,2.0,15.73,2033.0,13800.0,3.0,,0.0,7.0,1800.0,50000.0,33.0,135.0,0
36.0,725.0,0.4598250595739216,5.0,20.12,34506.0,2500.0,11.0,8.0,2.0,2.0,32225.0,70081.0,40.0,193.0,1
36.0,665.0,0.16470588235294117,5.0,5.19,28910.0,12800.0,6.0,8.0,6.0,5.0,14000.0,85000.0,7.0,347.0,1
36.0,705.0,0.11428571428571428,1.0,9.65,5531.0,18000.0,24.0,7.0,0.0,5.0,12000.0,105000.0,74.0,203.0,0
36.0,675.0,0.13,1.0,22.35,3810.0,7100.0,3.0,2.0,0.0,6.0,5850.0,45000.0,59.0,105.0,1
